instruction,response,text
Ginn d'Datum vun der Wei vun der Kathedral.,Den 8. Dezember 1963 huet de Bëschof Léon Lommel d'Kathedral feierlech konsekréiert.,"The following provides an instruction in form of a question.   Give a response that answers the question accurately.   

###Instruction: Ginn d'Datum vun der Wei vun der Kathedral.

###Response: Den 8. Dezember 1963 huet de Bëschof Léon Lommel d'Kathedral feierlech konsekréiert."
Wat war d'Legitimitéit vun der hellenistescher Monarchie?,"D'hellenistesch Monarchie war perséinlech. Dat heescht, datt de Kinnek dee war, deen duerch seng eege Leeschtungen, déi meeschtens militäresch waren, a säi Behuelen, un den Titel 'Basileus' ('Kinnek') komm ass. Eng militäresch Victoire war dacks de legitimen Akt, fir op den Troun ze kommen, an iwwer eng Provënz oder e Staat ze herrschen.","The following provides an instruction in form of a question.   Give a response that answers the question accurately.   

###Instruction: Wat war d'Legitimitéit vun der hellenistescher Monarchie?

###Response: D'hellenistesch Monarchie war perséinlech. Dat heescht, datt de Kinnek dee war, deen duerch seng eege Leeschtungen, déi meeschtens militäresch waren, a säi Behuelen, un den Titel 'Basileus' ('Kinnek') komm ass. Eng militäresch Victoire war dacks de legitimen Akt, fir op den Troun ze kommen, an iwwer eng Provënz oder e Staat ze herrschen."
Wéini huet de Jean-Baptiste Kaeuffer seng Par verlooss?,De Jean-Baptiste Kaeuffer huet seng Par de 25. Februar 1803 verlooss a sech op Iechternach zeréckgezunn.,"The following provides an instruction in form of a question.   Give a response that answers the question accurately.   

###Instruction: Wéini huet de Jean-Baptiste Kaeuffer seng Par verlooss?

###Response: De Jean-Baptiste Kaeuffer huet seng Par de 25. Februar 1803 verlooss a sech op Iechternach zeréckgezunn."
Wéini gouf den Heinrich Rütten Landrat vum Krees Esch?,De 5. Juli 1944.,"The following provides an instruction in form of a question.   Give a response that answers the question accurately.   

###Instruction: Wéini gouf den Heinrich Rütten Landrat vum Krees Esch?

###Response: De 5. Juli 1944."
Wat huet de Martin Schwarzschild zesumme mam Lyman Spitzer an James Van Allen entwéckelt?,Zesumme mam Lyman Spitzer an James Van Allen huet hien d'Konzept vun engem mat engem Ballon an d'Stratosphär gedroenen Teleskop entwéckelt.,"The following provides an instruction in form of a question.   Give a response that answers the question accurately.   

###Instruction: Wat huet de Martin Schwarzschild zesumme mam Lyman Spitzer an James Van Allen entwéckelt?

###Response: Zesumme mam Lyman Spitzer an James Van Allen huet hien d'Konzept vun engem mat engem Ballon an d'Stratosphär gedroenen Teleskop entwéckelt."
Ginn mir den Numm vum Resistenzler deen den 2. Januar 1921 zu Nassogne gebuer gouf.,Émile Benoit,"The following provides an instruction in form of a question.   Give a response that answers the question accurately.   

###Instruction: Ginn mir den Numm vum Resistenzler deen den 2. Januar 1921 zu Nassogne gebuer gouf.

###Response: Émile Benoit"
Wat war d'Nominatioun vum Jean-Baptiste Kaeuffer als General-Feldprediger?,"De Jean-Baptiste Kaeuffer gouf den 11. August 1791 vum Stater Biergercorps als General-Feldprediger gewielt, fir déi éisträichesch Generalgouverneure vu Lëtzebuerg, d'Äerzherzogin Maria-Christina an hire Mann, den Herzog Albert Casimir von Sachsen-Teschen, ze éieren.","The following provides an instruction in form of a question.   Give a response that answers the question accurately.   

###Instruction: Wat war d'Nominatioun vum Jean-Baptiste Kaeuffer als General-Feldprediger?

###Response: De Jean-Baptiste Kaeuffer gouf den 11. August 1791 vum Stater Biergercorps als General-Feldprediger gewielt, fir déi éisträichesch Generalgouverneure vu Lëtzebuerg, d'Äerzherzogin Maria-Christina an hire Mann, den Herzog Albert Casimir von Sachsen-Teschen, ze éieren."
Wéini huet de Jean-Baptiste Kaeuffer op d'Dränge vum Generalvikariat vun Tréier de republikaneschen Eed geschwuer?,De Jean-Baptiste Kaeuffer huet am Oktober 1797 op d'Dränge vum Generalvikariat vun Tréier de republikaneschen Eed geschwuer.,"The following provides an instruction in form of a question.   Give a response that answers the question accurately.   

###Instruction: Wéini huet de Jean-Baptiste Kaeuffer op d'Dränge vum Generalvikariat vun Tréier de republikaneschen Eed geschwuer?

###Response: De Jean-Baptiste Kaeuffer huet am Oktober 1797 op d'Dränge vum Generalvikariat vun Tréier de republikaneschen Eed geschwuer."
"Wat gouf aus dem Schrëftstellerheem, nodeems d'Jesuitten et verlooss haten?","An dem Schrëftstellerheem gouf d'Handwierkerschoul, d'École d'artisans de l'État, installéiert, déi sech aus dëser Schoul den aktuelle Lycée des arts et métiers entwéckelt huet.","The following provides an instruction in form of a question.   Give a response that answers the question accurately.   

###Instruction: Wat gouf aus dem Schrëftstellerheem, nodeems d'Jesuitten et verlooss haten?

###Response: An dem Schrëftstellerheem gouf d'Handwierkerschoul, d'École d'artisans de l'État, installéiert, déi sech aus dëser Schoul den aktuelle Lycée des arts et métiers entwéckelt huet."
Ginn mir eng kuerz Biographie vum Marcel Gilles.,"De Marcel Victor Gilles, gebuer den 29. Juni 1945 zu Schëtter a gestuerwen den 9. Abrëll 2014, war e lëtzebuergesche Vëlossportjournalist. Hie war de Jong vun engem Vëloshändler a huet sech nieft dem Vëlofueren och fir den Automobilsport intresséiert.","The following provides an instruction in form of a question.   Give a response that answers the question accurately.   

###Instruction: Ginn mir eng kuerz Biographie vum Marcel Gilles.

###Response: De Marcel Victor Gilles, gebuer den 29. Juni 1945 zu Schëtter a gestuerwen den 9. Abrëll 2014, war e lëtzebuergesche Vëlossportjournalist. Hie war de Jong vun engem Vëloshändler a huet sech nieft dem Vëlofueren och fir den Automobilsport intresséiert."
"Wat war d'Zil vum Jayson Sherlock, wéi hien Horde gegrënnt huet?",D'Zil vum Jayson Sherlock war et eng chrëschtlech Alternativ zur staark satanesch an antichrëschtlecher Black-Metal-Zeen ufanks vun de 90er ze schafen.,"The following provides an instruction in form of a question.   Give a response that answers the question accurately.   

###Instruction: Wat war d'Zil vum Jayson Sherlock, wéi hien Horde gegrënnt huet?

###Response: D'Zil vum Jayson Sherlock war et eng chrëschtlech Alternativ zur staark satanesch an antichrëschtlecher Black-Metal-Zeen ufanks vun de 90er ze schafen."
Wéi déif ass den Erieséi am Duerchschnëtt?,Den Erieséi ass am Duerchschnëtt 19 Meter ënner dem Waasser déif.,"The following provides an instruction in form of a question.   Give a response that answers the question accurately.   

###Instruction: Wéi déif ass den Erieséi am Duerchschnëtt?

###Response: Den Erieséi ass am Duerchschnëtt 19 Meter ënner dem Waasser déif."
Wou gouf d'Serie Dawson's Creek gefilmt?,Zu Wilmington an Durham (North Carolina),"The following provides an instruction in form of a question.   Give a response that answers the question accurately.   

###Instruction: Wou gouf d'Serie Dawson's Creek gefilmt?

###Response: Zu Wilmington an Durham (North Carolina)"
Wat ass den héchste Punkt an der Gemeng Roussy-le-Village?,256 m,"The following provides an instruction in form of a question.   Give a response that answers the question accurately.   

###Instruction: Wat ass den héchste Punkt an der Gemeng Roussy-le-Village?

###Response: 256 m"
Gitt d'Lëscht vun den 20 (+ 1) Aminosaieren déi an de Proteinne virkommen.,"D'Lëscht vun den 20 (+ 1) Aminosaieren déi an de Proteinne virkommen ass: Alanin, Arginin, Asparagin, Asparaginsaier, Cystein, Glutamin, Glutaminsaier, Glycin, Histidin, Isoleucin, Leucin, Lysin, Methionin, Phenylalanin, Prolin, Serin, Thereonin, Tryptophan, Tyrosin, Valin a Selenocystein.","The following provides an instruction in form of a question.   Give a response that answers the question accurately.   

###Instruction: Gitt d'Lëscht vun den 20 (+ 1) Aminosaieren déi an de Proteinne virkommen.

###Response: D'Lëscht vun den 20 (+ 1) Aminosaieren déi an de Proteinne virkommen ass: Alanin, Arginin, Asparagin, Asparaginsaier, Cystein, Glutamin, Glutaminsaier, Glycin, Histidin, Isoleucin, Leucin, Lysin, Methionin, Phenylalanin, Prolin, Serin, Thereonin, Tryptophan, Tyrosin, Valin a Selenocystein."
"Wat ass d'Formel fir d'Waasserquantitéit ze berechnen, déi wärend der Period vum Nidderschlag iwwerflächlech ofgelaf ass?","Wann een dëse Wäert mat der Fläch multiplizéiert, op deen den Nidderschlag gefall ass, kritt een als Resultat d'Wasserquantitéit, déi wärend der Period vum Nidderschlag iwwerflächlech ofgelaf ass.","The following provides an instruction in form of a question.   Give a response that answers the question accurately.   

###Instruction: Wat ass d'Formel fir d'Waasserquantitéit ze berechnen, déi wärend der Period vum Nidderschlag iwwerflächlech ofgelaf ass?

###Response: Wann een dëse Wäert mat der Fläch multiplizéiert, op deen den Nidderschlag gefall ass, kritt een als Resultat d'Wasserquantitéit, déi wärend der Period vum Nidderschlag iwwerflächlech ofgelaf ass."
Wat ass d'Beschreiwung vum Wope vun der Gemeng Gouvy?,"De Wope gouf duerch Decisioun vum Gemengerot de 15. Juli 1977 ugeholl an duerch en Arrêté vum 12. Februar 1980 autoriséiert. Ecartelé aux 1 et 4 parti à dextre de gueules à un bélier passant d'argent (qui est de Zaluski), à senestre d'argent à trois fleurs de lis de sable au pied posé (qui est de Rivière d'Arschot) ; aux 2 et 3 d'argent à cinq fasces de gueules, au lion brochant d'or armé et lampassé de gueules (qui est de Hayne).","The following provides an instruction in form of a question.   Give a response that answers the question accurately.   

###Instruction: Wat ass d'Beschreiwung vum Wope vun der Gemeng Gouvy?

###Response: De Wope gouf duerch Decisioun vum Gemengerot de 15. Juli 1977 ugeholl an duerch en Arrêté vum 12. Februar 1980 autoriséiert. Ecartelé aux 1 et 4 parti à dextre de gueules à un bélier passant d'argent (qui est de Zaluski), à senestre d'argent à trois fleurs de lis de sable au pied posé (qui est de Rivière d'Arschot) ; aux 2 et 3 d'argent à cinq fasces de gueules, au lion brochant d'or armé et lampassé de gueules (qui est de Hayne)."
Beschreift den musekalesche Stil vun Plaguewielder.,"Plaguewielder zeechent sech duerch laang Lidder aus, déi sech engersäits aus méi rouegen, atmosphäresche Passagen an anerersäits aus méi haarden a schwéiere Passagen zesummesetzen. Als Doom Metal Band zeechent sech Plaguewielder duerch eng relativ Monotonie a Repetitivitéit aus.","The following provides an instruction in form of a question.   Give a response that answers the question accurately.   

###Instruction: Beschreift den musekalesche Stil vun Plaguewielder.

###Response: Plaguewielder zeechent sech duerch laang Lidder aus, déi sech engersäits aus méi rouegen, atmosphäresche Passagen an anerersäits aus méi haarden a schwéiere Passagen zesummesetzen. Als Doom Metal Band zeechent sech Plaguewielder duerch eng relativ Monotonie a Repetitivitéit aus."
Ginn déi wichtegst Informatiounen iwwer d'Deborah De Robertis.,"D'Deborah De Robertis ass eng lëtzebuergesch-franséisch Performance-Kënschtlerin, gebuer den 12. Februar 1984 zu Lëtzebuerg. Si ass um Lampertsbierg opgewuess an huet op der École de recherche graphique zu Bréissel studéiert.","The following provides an instruction in form of a question.   Give a response that answers the question accurately.   

###Instruction: Ginn déi wichtegst Informatiounen iwwer d'Deborah De Robertis.

###Response: D'Deborah De Robertis ass eng lëtzebuergesch-franséisch Performance-Kënschtlerin, gebuer den 12. Februar 1984 zu Lëtzebuerg. Si ass um Lampertsbierg opgewuess an huet op der École de recherche graphique zu Bréissel studéiert."
Wou läit Nidderkäerjeng?,Nidderkäerjeng läit am Südweste vu Lëtzebuerg.,"The following provides an instruction in form of a question.   Give a response that answers the question accurately.   

###Instruction: Wou läit Nidderkäerjeng?

###Response: Nidderkäerjeng läit am Südweste vu Lëtzebuerg."
An wat fir enger Entreprise investéiert Virgin zanter 2017?,"Zanter 2017 investéiert Virgin an d'Entreprise Hyperloop One, déi a ""Virgin Hyperloop One"" ëmbenannt gouf.","The following provides an instruction in form of a question.   Give a response that answers the question accurately.   

###Instruction: An wat fir enger Entreprise investéiert Virgin zanter 2017?

###Response: Zanter 2017 investéiert Virgin an d'Entreprise Hyperloop One, déi a ""Virgin Hyperloop One"" ëmbenannt gouf."
Wat war de Sujet vun der Gedenkmënz zum 50. Anniversaire vun de Réimeschen Traitéen?,"D'Iwwerschrëft ass op Latäin: 'PACTVM ROMANVM QVINQVAGENARIVM', Den Numm vum Land ass an allen 3 offizielle Sprooche vun der Belsch, nämlech op Däitsch, Franséisch an Hollännesch.","The following provides an instruction in form of a question.   Give a response that answers the question accurately.   

###Instruction: Wat war de Sujet vun der Gedenkmënz zum 50. Anniversaire vun de Réimeschen Traitéen?

###Response: D'Iwwerschrëft ass op Latäin: 'PACTVM ROMANVM QVINQVAGENARIVM', Den Numm vum Land ass an allen 3 offizielle Sprooche vun der Belsch, nämlech op Däitsch, Franséisch an Hollännesch."
Wéini huet de Marco Mille bei Siemens geschafft?,Ereéischt am Mäerz 2010 geet de Marco Mille bei Siemens.,"The following provides an instruction in form of a question.   Give a response that answers the question accurately.   

###Instruction: Wéini huet de Marco Mille bei Siemens geschafft?

###Response: Ereéischt am Mäerz 2010 geet de Marco Mille bei Siemens."
Wat ass de Resultat vun der grouss ugeluechte Policekontroll op der Kockelscheier?,"D'Police huet 20 Avertissement taxé an ee Protokoll geschriwwen, an 4 Leit musse mat hirem Gefier op de Contrôle technique goen.","The following provides an instruction in form of a question.   Give a response that answers the question accurately.   

###Instruction: Wat ass de Resultat vun der grouss ugeluechte Policekontroll op der Kockelscheier?

###Response: D'Police huet 20 Avertissement taxé an ee Protokoll geschriwwen, an 4 Leit musse mat hirem Gefier op de Contrôle technique goen."
"Gitt mir d'Zuel vun de Jonken zu Lëtzebuerg, déi am Joer 2019 iwwergewiichteg waren.","Am Joer 2019 waren 9,75 Prozent vun de Kanner am Fondamental iwwergewiichteg.","The following provides an instruction in form of a question.   Give a response that answers the question accurately.   

###Instruction: Gitt mir d'Zuel vun de Jonken zu Lëtzebuerg, déi am Joer 2019 iwwergewiichteg waren.

###Response: Am Joer 2019 waren 9,75 Prozent vun de Kanner am Fondamental iwwergewiichteg."
Wat huet d'Proprietärin vun engem Déier iwwer d'Verhältnes vun der Ugekloten zu de Päerd gesot?,"D'Proprietärin huet gesot, d'Ugeklote hätt net méi genuch Zäit fir d'Päerd gehat a si hätt gesot kritt, et wär alles gutt, bis op eng Kéier, wéi d'Déier eng Schlundverstopfung hat.","The following provides an instruction in form of a question.   Give a response that answers the question accurately.   

###Instruction: Wat huet d'Proprietärin vun engem Déier iwwer d'Verhältnes vun der Ugekloten zu de Päerd gesot?

###Response: D'Proprietärin huet gesot, d'Ugeklote hätt net méi genuch Zäit fir d'Päerd gehat a si hätt gesot kritt, et wär alles gutt, bis op eng Kéier, wéi d'Déier eng Schlundverstopfung hat."
Wéi vill Agencen sinn zanter 2022 fir d'Formation continue an der non-formaler Bildung zoustänneg?,"Zanter 2022 sinn sechs Agencen fir d'Formation continue an der non-formaler Bildung zoustänneg: Caritas, Croix Rouge, elisabeth, Fedas, focus an Inter-actions.","The following provides an instruction in form of a question.   Give a response that answers the question accurately.   

###Instruction: Wéi vill Agencen sinn zanter 2022 fir d'Formation continue an der non-formaler Bildung zoustänneg?

###Response: Zanter 2022 sinn sechs Agencen fir d'Formation continue an der non-formaler Bildung zoustänneg: Caritas, Croix Rouge, elisabeth, Fedas, focus an Inter-actions."
Wat sinn d'Resultater vun der Etüd iwwer de Brexit an d'Gesondheet?,"D'Etüd huet erausfonnt, datt de Verbrauch vun Antidepressiva a Groussbritannien nom Brexit eropgaangen ass. Dës Hausse ass ëmmer festzestellen, egal ob an der Regioun eng Majoritéit fir oder géint de Brexit war.","The following provides an instruction in form of a question.   Give a response that answers the question accurately.   

###Instruction: Wat sinn d'Resultater vun der Etüd iwwer de Brexit an d'Gesondheet?

###Response: D'Etüd huet erausfonnt, datt de Verbrauch vun Antidepressiva a Groussbritannien nom Brexit eropgaangen ass. Dës Hausse ass ëmmer festzestellen, egal ob an der Regioun eng Majoritéit fir oder géint de Brexit war."
Wat ass mam Waasserstoff-Tankstell zu Lëtzebuerg passéiert?,"Zu Lëtzebuerg gouf déi éischt Waasserstoff-Tankstell ageweit. Besonnesch frou ass de Guy Breden, éischte Proprietär vun engem Waasserstoff-Auto hei am Land, well hien elo net méi op Saarbrécken tanke fueren muss.","The following provides an instruction in form of a question.   Give a response that answers the question accurately.   

###Instruction: Wat ass mam Waasserstoff-Tankstell zu Lëtzebuerg passéiert?

###Response: Zu Lëtzebuerg gouf déi éischt Waasserstoff-Tankstell ageweit. Besonnesch frou ass de Guy Breden, éischte Proprietär vun engem Waasserstoff-Auto hei am Land, well hien elo net méi op Saarbrécken tanke fueren muss."
